State,Household_ID,Income,Family_Size,Land_Owned,Occupation,Aadhaar_Linked,Existing_Benefits,Total_Ration_Cards,Age_Group,Eligible,Duplicate_Flag,Fraud_Flag
Uttar Pradesh,HH04020,52390,5,0,Private Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH04021,35275,8,0,Private Job,Yes,1,1,Child,0,0,0
Karnataka,HH04022,75379,8,1,Private Job,Yes,1,1,Senior,0,0,0
Karnataka,HH04023,4105,4,0,Private Job,Yes,2,2,Child,1,1,0
Andhra Pradesh,HH04024,62896,9,0,Business,No,2,1,Child,0,0,1
West Bengal,HH04025,46209,9,1,Farmer,Yes,0,2,Senior,0,1,0
Karnataka,HH04026,45487,5,0,Labour,No,1,2,Adult,0,1,0
Telangana,HH04027,21051,6,0,Business,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH04028,97244,5,0,Labour,Yes,0,1,Senior,0,0,0
Bihar,HH04029,80400,3,0,Labour,Yes,1,2,Senior,0,1,0
Maharashtra,HH04030,69961,8,1,Government Job,Yes,0,1,Senior,0,0,0
Bihar,HH04031,63156,9,0,Farmer,Yes,2,1,Senior,0,0,1
Bihar,HH04032,60175,4,0,Business,Yes,0,1,Child,0,0,0
Maharashtra,HH04033,9849,9,0,Farmer,Yes,2,1,Adult,1,0,0
Karnataka,HH04034,21976,9,0,Private Job,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH04035,59866,7,0,Farmer,Yes,1,1,Senior,0,0,0
Maharashtra,HH04036,50078,8,0,Labour,Yes,1,2,Adult,0,1,0
Rajasthan,HH04037,34113,3,0,Private Job,No,0,2,Adult,0,1,0
West Bengal,HH04038,18401,5,0,Farmer,Yes,1,2,Adult,1,1,0
Tamil Nadu,HH04039,15884,3,1,Farmer,Yes,1,2,Senior,0,1,0
Madhya Pradesh,HH04040,87360,7,0,Labour,No,2,1,Senior,0,0,1
Karnataka,HH04041,40563,6,0,Private Job,Yes,0,2,Adult,0,1,0
West Bengal,HH04042,37414,3,0,Labour,Yes,0,1,Senior,0,0,0
Maharashtra,HH04043,19142,9,1,Farmer,No,1,2,Adult,0,1,0
Rajasthan,HH04044,74492,1,1,Business,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH04045,82464,3,1,Business,Yes,1,1,Adult,0,0,0
Tamil Nadu,HH04046,78257,7,0,Government Job,Yes,2,1,Senior,0,0,1
Tamil Nadu,HH04047,79693,3,1,Business,Yes,0,2,Adult,0,1,0
Karnataka,HH04048,38135,3,0,Private Job,Yes,0,1,Senior,0,0,0
Maharashtra,HH04049,75232,2,0,Government Job,Yes,2,1,Senior,0,0,1
West Bengal,HH04050,30862,9,0,Private Job,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH04051,8190,4,1,Business,Yes,1,1,Child,0,0,0
West Bengal,HH04052,73199,6,1,Business,Yes,0,2,Adult,0,1,0
West Bengal,HH04053,7331,2,1,Farmer,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH04054,55186,9,1,Private Job,Yes,2,2,Child,0,1,0
Andhra Pradesh,HH04055,47648,7,0,Labour,No,2,2,Senior,0,1,0
Andhra Pradesh,HH04056,31549,5,0,Farmer,Yes,1,2,Child,0,1,0
Karnataka,HH04057,84782,7,0,Private Job,No,0,2,Adult,0,1,0
Madhya Pradesh,HH04058,28761,4,1,Government Job,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH04059,6262,7,0,Private Job,Yes,2,2,Senior,1,1,0
Bihar,HH04060,54259,2,1,Government Job,Yes,1,2,Adult,0,1,0
Bihar,HH04061,75572,7,0,Government Job,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH04062,56472,4,0,Business,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH04063,90858,4,0,Labour,No,0,1,Senior,0,0,0
Madhya Pradesh,HH04064,87667,1,0,Private Job,Yes,2,1,Adult,0,0,1
Uttar Pradesh,HH04065,7677,3,1,Labour,No,2,2,Senior,0,1,0
Karnataka,HH04066,76508,5,0,Government Job,Yes,2,2,Child,0,1,1
West Bengal,HH04067,83865,5,0,Business,No,2,2,Child,0,1,1
Tamil Nadu,HH04068,53617,2,0,Labour,Yes,2,1,Child,0,0,0
Andhra Pradesh,HH04069,89029,4,0,Farmer,No,2,1,Child,0,0,1
Tamil Nadu,HH04070,21595,1,0,Government Job,Yes,1,1,Senior,0,0,0
Bihar,HH04071,90459,9,0,Farmer,No,2,2,Child,0,1,1
Madhya Pradesh,HH04072,63148,1,1,Labour,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH04073,49926,6,0,Labour,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH04074,78271,7,0,Labour,Yes,0,1,Senior,0,0,0
Karnataka,HH04075,37457,3,0,Private Job,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH04076,45531,1,0,Government Job,Yes,0,2,Senior,0,1,0
Maharashtra,HH04077,76263,7,0,Government Job,No,1,2,Adult,0,1,0
Tamil Nadu,HH04078,76300,3,0,Government Job,Yes,2,1,Adult,0,0,1
Andhra Pradesh,HH04079,66171,6,0,Private Job,Yes,1,1,Senior,0,0,0
Tamil Nadu,HH04080,48771,6,0,Labour,Yes,2,1,Child,0,0,0
Rajasthan,HH04081,96135,4,0,Labour,Yes,0,1,Adult,0,0,0
Karnataka,HH04082,69354,6,1,Farmer,Yes,1,1,Adult,0,0,0
Telangana,HH04083,40289,4,1,Private Job,No,2,2,Adult,0,1,0
Karnataka,HH04084,36892,8,0,Business,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH04085,74196,9,0,Private Job,Yes,1,2,Child,0,1,0
Telangana,HH04086,98057,2,0,Farmer,Yes,0,2,Adult,0,1,0
Uttar Pradesh,HH04087,41409,7,0,Farmer,Yes,0,1,Adult,0,0,0
Uttar Pradesh,HH04088,37470,9,1,Farmer,Yes,0,1,Senior,0,0,0
Andhra Pradesh,HH04089,21385,9,1,Labour,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH04090,26296,5,0,Business,Yes,0,2,Adult,0,1,0
West Bengal,HH04091,64716,1,0,Farmer,Yes,2,1,Senior,0,0,1
Bihar,HH04092,92152,6,0,Government Job,No,2,1,Senior,0,0,1
West Bengal,HH04093,29382,8,0,Labour,Yes,0,2,Adult,0,1,0
West Bengal,HH04094,79675,1,1,Business,No,0,2,Senior,0,1,0
Bihar,HH04095,25419,2,0,Government Job,Yes,0,1,Senior,0,0,0
Maharashtra,HH04096,96321,1,0,Business,Yes,1,1,Adult,0,0,0
Telangana,HH04097,84238,5,0,Business,Yes,0,1,Senior,0,0,0
Madhya Pradesh,HH04098,97753,2,0,Government Job,Yes,2,2,Child,0,1,1
West Bengal,HH04099,42291,4,0,Private Job,Yes,2,2,Child,0,1,0
Tamil Nadu,HH04100,15397,1,0,Business,Yes,1,1,Adult,1,0,0
Tamil Nadu,HH04101,60888,7,0,Private Job,Yes,2,2,Child,0,1,1
Uttar Pradesh,HH04102,38169,8,1,Business,Yes,0,2,Child,0,1,0
Bihar,HH04103,65182,5,1,Government Job,Yes,1,1,Adult,0,0,0
Uttar Pradesh,HH04104,95476,2,0,Business,Yes,1,2,Senior,0,1,0
Rajasthan,HH04105,45249,8,1,Farmer,No,2,2,Child,0,1,0
Rajasthan,HH04106,31341,1,0,Farmer,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH04107,78603,7,1,Business,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH04108,49144,1,1,Government Job,No,0,1,Child,0,0,0
Andhra Pradesh,HH04109,64772,6,0,Government Job,No,1,2,Adult,0,1,0
Bihar,HH04110,82360,6,1,Labour,Yes,2,2,Senior,0,1,1
Bihar,HH04111,16444,5,0,Government Job,Yes,2,2,Adult,1,1,0
West Bengal,HH04112,48647,2,0,Private Job,No,2,2,Child,0,1,0
Rajasthan,HH04113,13974,2,0,Business,Yes,0,1,Adult,1,0,0
West Bengal,HH04114,41383,9,1,Farmer,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH04115,97826,5,1,Government Job,Yes,1,2,Adult,0,1,0
Telangana,HH04116,84552,5,0,Farmer,Yes,2,2,Senior,0,1,1
Telangana,HH04117,97049,7,0,Labour,No,2,2,Senior,0,1,1
Bihar,HH04118,5956,6,0,Business,Yes,1,1,Senior,1,0,0
Uttar Pradesh,HH04119,11077,2,1,Government Job,No,2,2,Senior,0,1,0
Andhra Pradesh,HH04120,39490,1,0,Farmer,Yes,1,1,Child,0,0,0
Telangana,HH04121,58612,5,1,Government Job,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH04122,39159,4,0,Labour,Yes,2,2,Senior,0,1,0
Karnataka,HH04123,42710,3,0,Farmer,No,1,1,Child,0,0,0
Tamil Nadu,HH04124,86536,2,0,Farmer,Yes,1,1,Senior,0,0,0
Rajasthan,HH04125,16806,2,1,Business,Yes,2,1,Adult,0,0,0
West Bengal,HH04126,81345,4,0,Business,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH04127,83391,2,1,Farmer,Yes,2,1,Child,0,0,1
Tamil Nadu,HH04128,97924,4,0,Business,Yes,1,1,Adult,0,0,0
Karnataka,HH04129,9458,3,0,Farmer,Yes,2,2,Child,1,1,0
West Bengal,HH04130,38524,9,1,Private Job,No,2,1,Adult,0,0,0
Andhra Pradesh,HH04131,9853,7,1,Government Job,Yes,1,2,Adult,0,1,0
Bihar,HH04132,43477,3,1,Private Job,Yes,1,2,Adult,0,1,0
Tamil Nadu,HH04133,35222,8,0,Private Job,Yes,2,2,Child,0,1,0
West Bengal,HH04134,21320,9,0,Government Job,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH04135,97154,7,0,Farmer,Yes,1,2,Adult,0,1,0
Tamil Nadu,HH04136,55243,6,0,Farmer,No,1,1,Adult,0,0,0
Karnataka,HH04137,48615,4,1,Business,Yes,0,2,Adult,0,1,0
Andhra Pradesh,HH04138,20352,5,0,Labour,No,1,1,Adult,0,0,0
Andhra Pradesh,HH04139,75833,8,0,Farmer,No,1,1,Senior,0,0,0
Andhra Pradesh,HH04140,96476,3,0,Government Job,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH04141,6203,2,0,Labour,Yes,2,1,Adult,1,0,0
Bihar,HH04142,42267,3,0,Government Job,Yes,0,1,Adult,0,0,0
Karnataka,HH04143,40941,7,0,Government Job,Yes,1,2,Adult,0,1,0
West Bengal,HH04144,85809,8,0,Government Job,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH04145,28368,1,0,Labour,Yes,0,2,Adult,0,1,0
Uttar Pradesh,HH04146,80186,7,1,Private Job,Yes,0,1,Senior,0,0,0
Madhya Pradesh,HH04147,33984,9,0,Government Job,No,0,1,Senior,0,0,0
Rajasthan,HH04148,44941,3,0,Business,Yes,0,1,Adult,0,0,0
Rajasthan,HH04149,75918,3,1,Farmer,Yes,0,1,Adult,0,0,0
Andhra Pradesh,HH04150,55683,8,1,Farmer,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH04151,3801,4,1,Farmer,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH04152,50965,8,1,Labour,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH04153,88269,5,0,Business,No,0,2,Senior,0,1,0
Bihar,HH04154,12969,3,0,Business,Yes,0,1,Senior,1,0,0
Bihar,HH04155,38969,4,0,Business,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH04156,85269,4,0,Business,Yes,0,1,Adult,0,0,0
Madhya Pradesh,HH04157,35449,8,1,Business,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH04158,94679,6,0,Private Job,Yes,0,1,Adult,0,0,0
Bihar,HH04159,28705,7,1,Business,No,2,2,Adult,0,1,0
Bihar,HH04160,63303,9,1,Business,No,0,1,Senior,0,0,0
Telangana,HH04161,31363,6,0,Labour,Yes,1,1,Child,0,0,0
Madhya Pradesh,HH04162,33720,3,1,Labour,Yes,2,2,Child,0,1,0
Bihar,HH04163,12972,3,0,Business,Yes,1,2,Child,1,1,0
Karnataka,HH04164,36351,3,0,Private Job,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH04165,39145,2,1,Business,Yes,2,1,Adult,0,0,0
Rajasthan,HH04166,90948,1,0,Business,Yes,0,2,Adult,0,1,0
Telangana,HH04167,92614,1,1,Business,Yes,0,2,Child,0,1,0
Bihar,HH04168,91116,4,0,Government Job,Yes,2,1,Adult,0,0,1
Telangana,HH04169,59235,3,0,Private Job,Yes,0,2,Senior,0,1,0
Rajasthan,HH04170,17855,5,1,Farmer,Yes,0,2,Adult,0,1,0
Uttar Pradesh,HH04171,39169,9,0,Business,Yes,2,2,Senior,0,1,0
Uttar Pradesh,HH04172,49404,8,0,Farmer,Yes,2,1,Child,0,0,0
Madhya Pradesh,HH04173,22569,9,0,Private Job,Yes,1,1,Adult,0,0,0
Rajasthan,HH04174,57437,5,1,Business,No,2,1,Adult,0,0,0
Maharashtra,HH04175,51506,8,0,Farmer,Yes,1,2,Child,0,1,0
Maharashtra,HH04176,28738,4,1,Farmer,No,1,1,Adult,0,0,0
Madhya Pradesh,HH04177,9772,5,0,Private Job,Yes,0,1,Senior,1,0,0
Andhra Pradesh,HH04178,93410,3,0,Business,Yes,0,1,Child,0,0,0
Telangana,HH04179,22731,5,1,Government Job,Yes,2,2,Senior,0,1,0
Telangana,HH04180,13131,3,0,Private Job,Yes,2,1,Child,1,0,0
Uttar Pradesh,HH04181,69324,5,0,Government Job,Yes,1,1,Senior,0,0,0
Maharashtra,HH04182,57097,5,1,Business,Yes,1,1,Senior,0,0,0
West Bengal,HH04183,84720,6,1,Farmer,Yes,0,1,Senior,0,0,0
Bihar,HH04184,99433,9,0,Private Job,Yes,2,2,Adult,0,1,1
Bihar,HH04185,5889,1,0,Private Job,Yes,2,1,Adult,1,0,0
Bihar,HH04186,12569,6,1,Private Job,Yes,2,1,Adult,0,0,0
Uttar Pradesh,HH04187,90193,1,1,Labour,No,2,1,Adult,0,0,1
Rajasthan,HH04188,78677,6,1,Business,No,0,2,Adult,0,1,0
Tamil Nadu,HH04189,88192,2,0,Labour,Yes,0,2,Senior,0,1,0
Maharashtra,HH04190,90154,8,1,Private Job,Yes,1,1,Adult,0,0,0
Maharashtra,HH04191,80470,3,0,Private Job,Yes,0,2,Senior,0,1,0
West Bengal,HH04192,91822,6,0,Government Job,No,1,1,Child,0,0,0
Telangana,HH04193,10612,6,0,Labour,Yes,0,2,Senior,1,1,0
Andhra Pradesh,HH04194,54644,4,0,Farmer,No,0,2,Adult,0,1,0
Madhya Pradesh,HH04195,35069,5,0,Business,Yes,2,1,Child,0,0,0
Telangana,HH04196,84741,2,0,Farmer,No,1,2,Adult,0,1,0
Rajasthan,HH04197,30331,8,0,Farmer,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH04198,58897,7,0,Business,Yes,1,1,Senior,0,0,0
Maharashtra,HH04199,16934,6,0,Private Job,Yes,0,1,Child,1,0,0
Rajasthan,HH04200,13095,7,0,Government Job,No,2,2,Adult,1,1,0
Madhya Pradesh,HH04201,94494,1,0,Private Job,No,0,2,Child,0,1,0
West Bengal,HH04202,21706,5,0,Private Job,Yes,2,2,Senior,0,1,0
West Bengal,HH04203,46516,7,0,Labour,Yes,0,2,Child,0,1,0
Karnataka,HH04204,37629,1,0,Farmer,Yes,1,1,Senior,0,0,0
Tamil Nadu,HH04205,49910,2,1,Farmer,Yes,0,2,Child,0,1,0
West Bengal,HH04206,91540,9,1,Farmer,No,1,1,Senior,0,0,0
Maharashtra,HH04207,23431,3,1,Government Job,Yes,2,1,Senior,0,0,0
Andhra Pradesh,HH04208,59733,6,0,Government Job,Yes,1,1,Senior,0,0,0
Bihar,HH04209,43088,7,0,Government Job,Yes,1,2,Senior,0,1,0
Karnataka,HH04210,47135,9,0,Business,Yes,1,2,Adult,0,1,0
Bihar,HH04211,41015,5,1,Government Job,No,1,1,Senior,0,0,0
Tamil Nadu,HH04212,34385,4,0,Labour,Yes,2,1,Adult,0,0,0
Madhya Pradesh,HH04213,73199,2,0,Labour,Yes,0,1,Senior,0,0,0
Uttar Pradesh,HH04214,41677,3,0,Private Job,Yes,0,1,Child,0,0,0
West Bengal,HH04215,15818,5,0,Private Job,Yes,0,1,Child,1,0,0
Andhra Pradesh,HH04216,91222,2,1,Private Job,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH04217,66001,4,1,Private Job,No,1,2,Child,0,1,0
Bihar,HH04218,26977,1,1,Labour,Yes,2,2,Senior,0,1,0
Karnataka,HH04219,52832,4,0,Private Job,No,2,2,Child,0,1,0
West Bengal,HH04220,43931,7,1,Labour,Yes,0,1,Adult,0,0,0
Maharashtra,HH04221,86990,3,0,Government Job,No,0,1,Child,0,0,0
West Bengal,HH04222,81894,8,1,Government Job,Yes,2,2,Adult,0,1,1
Karnataka,HH04223,75204,6,0,Business,Yes,2,1,Senior,0,0,1
Karnataka,HH04224,48784,6,0,Private Job,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH04225,12921,1,0,Government Job,No,2,1,Child,1,0,0
West Bengal,HH04226,37959,5,0,Government Job,Yes,2,2,Child,0,1,0
West Bengal,HH04227,35328,3,1,Farmer,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH04228,11859,1,1,Farmer,No,1,2,Senior,0,1,0
Rajasthan,HH04229,92506,8,0,Labour,Yes,1,2,Child,0,1,0
Rajasthan,HH04230,77408,7,0,Business,Yes,2,2,Senior,0,1,1
Madhya Pradesh,HH04231,87766,7,0,Farmer,Yes,2,2,Adult,0,1,1
Rajasthan,HH04232,29708,4,1,Business,Yes,2,1,Child,0,0,0
Telangana,HH04233,21847,6,0,Government Job,Yes,1,2,Child,0,1,0
West Bengal,HH04234,58989,9,0,Labour,Yes,2,1,Adult,0,0,0
Andhra Pradesh,HH04235,95641,3,0,Business,Yes,2,2,Adult,0,1,1
West Bengal,HH04236,7922,9,0,Farmer,Yes,1,2,Adult,1,1,0
Telangana,HH04237,72928,4,1,Government Job,Yes,0,1,Adult,0,0,0
Telangana,HH04238,55335,5,0,Private Job,Yes,0,2,Senior,0,1,0
Bihar,HH04239,16541,7,0,Government Job,Yes,2,1,Child,1,0,0
West Bengal,HH04240,22551,6,1,Farmer,Yes,1,2,Senior,0,1,0
Tamil Nadu,HH04241,22381,8,0,Farmer,No,1,1,Senior,0,0,0
Telangana,HH04242,58673,8,0,Private Job,No,2,2,Adult,0,1,0
Andhra Pradesh,HH04243,25948,8,0,Government Job,No,2,1,Child,0,0,0
Uttar Pradesh,HH04244,95264,3,0,Business,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH04245,62072,6,0,Business,No,1,1,Senior,0,0,0
Bihar,HH04246,70560,7,1,Government Job,No,2,2,Adult,0,1,1
Uttar Pradesh,HH04247,85249,9,1,Business,Yes,1,2,Child,0,1,0
Bihar,HH04248,5486,4,1,Government Job,Yes,2,2,Child,0,1,0
Andhra Pradesh,HH04249,69691,5,1,Government Job,Yes,0,2,Child,0,1,0
Karnataka,HH04250,13082,8,0,Farmer,Yes,2,2,Senior,1,1,0
West Bengal,HH04251,87105,1,0,Labour,No,0,2,Adult,0,1,0
Maharashtra,HH04252,10086,6,0,Farmer,Yes,0,1,Child,1,0,0
Tamil Nadu,HH04253,70853,4,1,Business,Yes,2,1,Senior,0,0,1
Uttar Pradesh,HH04254,73027,5,0,Labour,Yes,2,1,Senior,0,0,1
West Bengal,HH04255,18916,5,0,Government Job,Yes,0,1,Child,1,0,0
Tamil Nadu,HH04256,18248,2,0,Business,Yes,1,1,Adult,1,0,0
Karnataka,HH04257,71047,8,0,Private Job,No,1,1,Adult,0,0,0
Maharashtra,HH04258,27226,2,0,Business,Yes,0,2,Child,0,1,0
Tamil Nadu,HH04259,28025,4,1,Labour,No,0,2,Senior,0,1,0
Tamil Nadu,HH04260,51380,5,0,Labour,Yes,2,2,Adult,0,1,0
Uttar Pradesh,HH04261,10848,1,1,Government Job,Yes,2,1,Senior,0,0,0
Rajasthan,HH04262,17274,6,0,Private Job,Yes,0,2,Senior,1,1,0
Maharashtra,HH04263,57545,2,1,Government Job,No,0,1,Adult,0,0,0
West Bengal,HH04264,99494,5,1,Private Job,Yes,1,1,Senior,0,0,0
Karnataka,HH04265,38233,6,1,Private Job,Yes,1,1,Senior,0,0,0
Maharashtra,HH04266,19304,8,0,Government Job,Yes,1,2,Child,1,1,0
Andhra Pradesh,HH04267,14294,9,0,Business,No,0,2,Adult,1,1,0
Rajasthan,HH04268,29425,6,0,Farmer,Yes,0,1,Senior,0,0,0
Andhra Pradesh,HH04269,71711,5,0,Private Job,Yes,1,2,Adult,0,1,0
Karnataka,HH04270,96311,4,0,Labour,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH04271,12425,2,1,Government Job,Yes,2,1,Senior,0,0,0
Uttar Pradesh,HH04272,94549,2,0,Business,No,2,2,Adult,0,1,1
Karnataka,HH04273,96464,7,0,Private Job,No,0,2,Child,0,1,0
Bihar,HH04274,47990,5,0,Business,Yes,2,1,Child,0,0,0
Karnataka,HH04275,76746,7,1,Government Job,No,0,1,Senior,0,0,0
Rajasthan,HH04276,71295,1,1,Labour,Yes,0,2,Adult,0,1,0
Telangana,HH04277,19091,1,0,Private Job,Yes,0,2,Senior,1,1,0
Uttar Pradesh,HH04278,3002,5,0,Private Job,No,1,2,Adult,1,1,0
Madhya Pradesh,HH04279,53411,2,1,Business,Yes,2,1,Senior,0,0,0
Rajasthan,HH04280,43958,8,0,Government Job,Yes,2,1,Senior,0,0,0
Rajasthan,HH04281,98696,3,0,Farmer,Yes,2,1,Adult,0,0,1
Rajasthan,HH04282,23707,1,1,Private Job,Yes,2,2,Child,0,1,0
Tamil Nadu,HH04283,18248,2,1,Labour,Yes,1,2,Senior,0,1,0
Rajasthan,HH04284,74309,7,0,Private Job,Yes,2,1,Child,0,0,1
Uttar Pradesh,HH04285,81322,6,0,Private Job,No,2,1,Adult,0,0,1
Telangana,HH04286,54720,8,0,Farmer,Yes,1,1,Senior,0,0,0
Telangana,HH04287,18037,7,0,Farmer,Yes,2,2,Adult,1,1,0
Rajasthan,HH04288,70421,8,0,Government Job,No,2,2,Child,0,1,1
Andhra Pradesh,HH04289,84867,3,0,Private Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH04290,43612,6,0,Private Job,Yes,1,2,Senior,0,1,0
Uttar Pradesh,HH04291,91031,7,0,Business,Yes,1,1,Child,0,0,0
Maharashtra,HH04292,16450,1,0,Business,Yes,1,2,Senior,1,1,0
West Bengal,HH04293,12491,1,0,Labour,Yes,0,2,Child,1,1,0
Bihar,HH04294,77804,7,0,Labour,Yes,1,1,Adult,0,0,0
Bihar,HH04295,96293,3,0,Business,No,2,1,Adult,0,0,1
Andhra Pradesh,HH04296,9791,3,0,Labour,No,2,1,Senior,1,0,0
Bihar,HH04297,31314,5,0,Private Job,No,2,2,Senior,0,1,0
Maharashtra,HH04298,54883,6,1,Farmer,Yes,2,1,Senior,0,0,0
Karnataka,HH04299,97119,2,0,Private Job,Yes,0,2,Child,0,1,0
Bihar,HH04300,90086,3,1,Business,No,0,1,Child,0,0,0
Uttar Pradesh,HH04301,68629,6,0,Government Job,Yes,0,2,Senior,0,1,0
Karnataka,HH04302,12967,3,0,Government Job,Yes,2,2,Child,1,1,0
Bihar,HH04303,84754,5,0,Business,Yes,2,1,Child,0,0,1
Uttar Pradesh,HH04304,46220,9,0,Private Job,Yes,1,1,Adult,0,0,0
Uttar Pradesh,HH04305,77163,3,1,Labour,Yes,1,2,Adult,0,1,0
Rajasthan,HH04306,7947,6,1,Labour,Yes,2,1,Adult,0,0,0
Telangana,HH04307,42419,5,1,Government Job,Yes,1,2,Senior,0,1,0
Andhra Pradesh,HH04308,59131,5,0,Business,Yes,1,1,Adult,0,0,0
Maharashtra,HH04309,91714,6,0,Business,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH04310,31876,6,0,Farmer,No,0,2,Child,0,1,0
West Bengal,HH04311,91444,1,0,Government Job,No,2,1,Adult,0,0,1
Bihar,HH04312,22971,9,0,Business,Yes,2,2,Child,0,1,0
Bihar,HH04313,65539,5,1,Farmer,Yes,1,2,Adult,0,1,0
Karnataka,HH04314,52228,1,1,Labour,Yes,1,2,Senior,0,1,0
Karnataka,HH04315,77495,8,0,Government Job,Yes,2,2,Senior,0,1,1
West Bengal,HH04316,31261,7,0,Government Job,Yes,0,1,Adult,0,0,0
Bihar,HH04317,64260,7,0,Business,Yes,2,2,Adult,0,1,1
Madhya Pradesh,HH04318,84371,5,0,Business,No,0,2,Adult,0,1,0
Maharashtra,HH04319,87793,1,0,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH04320,6346,9,1,Labour,Yes,2,1,Child,0,0,0
Telangana,HH04321,99343,9,0,Labour,Yes,2,2,Child,0,1,1
West Bengal,HH04322,98954,8,0,Farmer,Yes,2,2,Adult,0,1,1
Madhya Pradesh,HH04323,59176,5,0,Farmer,Yes,0,2,Senior,0,1,0
Maharashtra,HH04324,55300,3,0,Private Job,Yes,1,1,Child,0,0,0
Bihar,HH04325,14340,8,1,Labour,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH04326,36012,1,0,Farmer,Yes,0,2,Senior,0,1,0
Rajasthan,HH04327,38393,3,1,Labour,Yes,0,1,Senior,0,0,0
Telangana,HH04328,78133,7,0,Labour,Yes,1,2,Child,0,1,0
Tamil Nadu,HH04329,28557,4,1,Farmer,Yes,0,1,Senior,0,0,0
Karnataka,HH04330,67204,7,0,Business,Yes,0,2,Adult,0,1,0
Karnataka,HH04331,76273,5,0,Business,Yes,0,1,Adult,0,0,0
Bihar,HH04332,20276,6,1,Farmer,Yes,1,2,Child,0,1,0
Karnataka,HH04333,57639,7,1,Private Job,Yes,0,2,Senior,0,1,0
Telangana,HH04334,10310,7,1,Government Job,Yes,1,1,Child,0,0,0
Maharashtra,HH04335,38167,7,0,Labour,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH04336,87880,7,1,Government Job,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH04337,13391,7,1,Farmer,Yes,2,1,Child,0,0,0
West Bengal,HH04338,53621,3,0,Labour,Yes,2,1,Senior,0,0,0
Maharashtra,HH04339,13892,3,1,Government Job,Yes,1,1,Adult,0,0,0
Uttar Pradesh,HH04340,79733,7,0,Business,No,2,2,Child,0,1,1
Madhya Pradesh,HH04341,81586,2,0,Private Job,No,2,2,Senior,0,1,1
Telangana,HH04342,39142,2,0,Government Job,Yes,2,1,Senior,0,0,0
Tamil Nadu,HH04343,48679,3,1,Private Job,No,1,1,Senior,0,0,0
Uttar Pradesh,HH04344,44615,4,0,Business,Yes,0,1,Child,0,0,0
Telangana,HH04345,50553,6,0,Government Job,No,2,2,Adult,0,1,0
Rajasthan,HH04346,82071,8,0,Farmer,Yes,2,1,Child,0,0,1
Tamil Nadu,HH04347,44002,7,0,Labour,Yes,2,1,Adult,0,0,0
Karnataka,HH04348,73658,4,0,Business,Yes,2,2,Child,0,1,1
Karnataka,HH04349,12852,2,0,Private Job,Yes,1,1,Child,1,0,0
Tamil Nadu,HH04350,8387,2,1,Private Job,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH04351,42994,4,1,Business,Yes,0,2,Adult,0,1,0
Madhya Pradesh,HH04352,36725,6,1,Farmer,Yes,2,1,Senior,0,0,0
Madhya Pradesh,HH04353,75682,3,1,Farmer,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH04354,3560,6,0,Private Job,No,2,2,Child,1,1,0
West Bengal,HH04355,59565,5,0,Business,Yes,2,2,Adult,0,1,0
Uttar Pradesh,HH04356,4312,5,0,Business,Yes,0,2,Child,1,1,0
Bihar,HH04357,21205,2,0,Labour,Yes,0,1,Senior,0,0,0
